,model_num,dataset,model_name,vae_beta,factor_vae_gamma,dip_vae_lambda_d_factor,dip_vae_lambda_od,beta_tc_vae_beta,beta_tc_vae_c_max,model_random_seed,elbo,kl_loss,loss,reconstruction_loss,regularizer,beta_vae_train_accuracy,beta_vae_eval_accuracy,factor_vae_train_accuracy,factor_vae_eval_accuracy,dci_informativeness_train,dci_informativeness_test,dci_disentanglement,dci_completeness,mig_discrete_mig,sap_score,modularity_score,modularity_explicitness_score_train,modularity_explicitness_score_test
47,3647,'noisy_dsprites','beta_vae',1.0,,,,,,47,-8202.6298828125,26.2137832642,8202.6298828125,8176.41015625,26.2137832642,0.6535000000000001,0.6464000000000001,0.5043,0.4988,0.72052,0.37744000000000005,0.058597731800000004,0.0824558809,0.0281730487,0.00644,0.8839550491,0.7319815695,0.7228608932
48,3648,'noisy_dsprites','beta_vae',1.0,,,,,,48,-8200.51953125,24.5266246796,8200.51953125,8176.0024414062,24.5266246796,0.6511,0.6424000000000001,0.5166000000000001,0.5154,0.7297,0.38772,0.0707073393,0.0953272587,0.0285294668,0.009760000000000001,0.7616952433,0.7272005843,0.7166953088
49,3649,'noisy_dsprites','beta_vae',1.0,,,,,,49,-8198.3076171875,23.4496421814,8198.3076171875,8174.8452148438,23.4496421814,0.6382,0.6208,0.4486,0.446,0.7392200000000001,0.40256000000000003,0.0563955116,0.09286607,0.0126007757,0.00776,0.7973875067,0.7194430873000001,0.7107228521000001
50,3650,'noisy_dsprites','beta_vae',2.0,,,,,,0,-8201.8212890625,17.8772850037,8219.7060546875,8183.9516601562,35.7545700073,0.6067,0.613,0.5076,0.507,0.7604400000000001,0.4182,0.0532001688,0.08227184,0.026570217400000002,0.010360000000000001,0.7349234814000001,0.7301977113,0.7199211876
51,3651,'noisy_dsprites','beta_vae',2.0,,,,,,1,-8201.5302734375,17.9143772125,8219.4443359375,8183.6098632812,35.828754425,0.5815,0.5708,0.4348,0.43520000000000003,0.76082,0.4254,0.051920648400000005,0.0843628195,0.0192713821,0.0212,0.7508768956,0.7276995834000001,0.7203528477000001
52,3652,'noisy_dsprites','beta_vae',2.0,,,,,,2,-8202.1728515625,17.7993068695,8219.9755859375,8184.376953125,35.598613739,0.6583,0.6496000000000001,0.532,0.5402,0.7731600000000001,0.44668,0.1028002918,0.1394417345,0.0446674091,0.0126,0.8100460989,0.7297755300000001,0.7223512237
53,3653,'noisy_dsprites','beta_vae',2.0,,,,,,3,-8202.826171875,17.9151573181,8220.7431640625,8184.9184570312,35.8303146362,0.6009,0.5912000000000001,0.39630000000000004,0.401,0.7633200000000001,0.42484000000000005,0.056340181700000005,0.09567469590000001,0.021198130500000002,0.013680000000000001,0.7954902863000001,0.6975188265000001,0.6867424483
54,3654,'noisy_dsprites','beta_vae',2.0,,,,,,4,-8201.65625,18.2522144318,8219.9150390625,8183.4067382812,36.5044288635,0.6299,0.62,0.5033,0.5064000000000001,0.76602,0.41964,0.0652925855,0.1071758766,0.026280556400000002,0.01064,0.6964738272000001,0.7076073268,0.6980599771
55,3655,'noisy_dsprites','beta_vae',2.0,,,,,,5,-8205.0927734375,16.6515960693,8221.7470703125,8188.4423828125,33.3031921387,0.6169,0.6114,0.4123,0.4178,0.7484400000000001,0.40416,0.0821790181,0.1119358936,0.0285220687,0.00604,0.7734406487000001,0.7114544948,0.7010332705
56,3656,'noisy_dsprites','beta_vae',2.0,,,,,,6,-8201.9130859375,18.2644844055,8220.18359375,8183.6450195312,36.528968811,0.5944,0.5842,0.3447,0.34600000000000003,0.7449600000000001,0.422,0.0602976852,0.088594355,0.0124760427,0.00864,0.7431354783,0.7288034814000001,0.7209117443
57,3657,'noisy_dsprites','beta_vae',2.0,,,,,,7,-8202.3828125,17.2305603027,8219.609375,8185.1489257812,34.4611206055,0.5662,0.5656,0.29450000000000004,0.30360000000000004,0.73594,0.38176000000000004,0.0311044309,0.0703058819,0.007211000800000001,0.005960000000000001,0.7541906591,0.7455483267,0.7352691123
58,3658,'noisy_dsprites','beta_vae',2.0,,,,,,8,-8203.4697265625,17.0697078705,8220.5390625,8186.3999023438,34.139415741,0.6616000000000001,0.6558,0.49920000000000003,0.499,0.75148,0.43728000000000006,0.1330322252,0.19036156110000002,0.0275305938,0.015680000000000003,0.8525158735,0.7374473961,0.7295640633
59,3659,'noisy_dsprites','beta_vae',2.0,,,,,,9,-8203.49609375,18.0570793152,8221.5576171875,8185.4404296875,36.1141586304,0.6327,0.6188,0.5016,0.5034000000000001,0.7523200000000001,0.40668000000000004,0.059839592000000004,0.0918623781,0.0446993142,0.00272,0.8070299484,0.7242895808,0.7149100651
60,3660,'noisy_dsprites','beta_vae',2.0,,,,,,10,-8201.0556640625,18.0048446655,8219.0732421875,8183.0620117188,36.0096893311,0.6397,0.6292,0.47240000000000004,0.47440000000000004,0.76704,0.43756000000000006,0.0801906642,0.1170479422,0.0463628418,0.00948,0.7575367859000001,0.7096039407,0.7006879771
